state,city,station,,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",,23.002657,72.591912,OZONE,4,50,41
Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",,23.020509,72.579261,CO,3,121,21
Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",,23.076793,72.627874,CO,52,66,60
Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",,21.613267,73.010555,NO2,50,50,50
Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",,21.613267,73.010555,NH3,5,5,5
Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",,28.5627763,77.1180053,NO2,65,135,106
Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",,28.6811736,77.3025234,PM2.5,66,323,186
Delhi,Delhi,"ITO, Delhi - CPCB",,28.628624,77.24106,NH3,3,20,9
Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",,28.73282,77.170633,SO2,8,65,30
Delhi,Delhi,"Chandni Chowk, Delhi - IITM",,28.656756,77.227234,NO2,24,67,40
Delhi,Delhi,"DTU, Delhi - CPCB",,28.7500499,77.1112615,NO2,43,59,51
Delhi,Delhi,"DTU, Delhi - CPCB",,28.7500499,77.1112615,CO,23,68,45
Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",,28.498571,77.26484,NO2,34,132,79
Delhi,Delhi,"R K Puram, Delhi - DPCC",,28.563262,77.186937,PM2.5,50,369,225
Delhi,Delhi,"R K Puram, Delhi - DPCC",,28.563262,77.186937,NO2,13,104,51
Delhi,Delhi,"Rohini, Delhi - DPCC",,28.732528,77.11992,SO2,11,53,21
Delhi,Delhi,"Sirifort, Delhi - CPCB",,28.5504249,77.2159377,SO2,77,84,81
Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",,28.56789,77.250515,SO2,2,44,19
Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",,28.530785,77.271255,OZONE,14,303,162
Delhi,Delhi,"Patparganj, Delhi - DPCC",,28.623763,77.287209,PM10,125,411,243
Delhi,Delhi,"Patparganj, Delhi - DPCC",,28.623763,77.287209,SO2,8,11,10
Delhi,Delhi,"Mundka, Delhi - DPCC",,28.684678,77.076574,NH3,6,9,7
Delhi,Delhi,"Narela, Delhi - DPCC",,28.822836,77.101981,PM2.5,69,405,261
Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",,28.56789,77.250515,PM2.5,48,351,261
Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",,23.221714,72.654328,CO,7,40,13
Gujarat,Surat,"Science Center, Surat - SMC",,21.170046,72.795405,NO2,15,21,18
Gujarat,Surat,"Science Center, Surat - SMC",,21.170046,72.795405,SO2,43,49,45
Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",,22.969611,72.6435,PM2.5,49,305,146
Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",,22.969611,72.6435,NH3,1,11,5
Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",,22.969611,72.6435,SO2,27,47,38
Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",,22.969611,72.6435,OZONE,1,3,2
Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",,23.80569,86.44268,NO2,111,127,126
Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",,23.80569,86.44268,SO2,1,36,27
Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",,23.80569,86.44268,CO,2,2,2
Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",,12.9135218,77.5950804,PM2.5,36,62,47
Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",,12.9135218,77.5950804,NO2,36,41,38
Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",,12.9135218,77.5950804,CO,20,34,24
Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",,12.951913,77.539784,PM10,50,134,88
Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",,12.951913,77.539784,CO,26,102,69
Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,12.9756843,77.5660749,CO,48,100,66
Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",,13.029152,77.585901,PM2.5,30,67,48
Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",,13.029152,77.585901,PM10,58,88,71
Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",,28.593883,76.270653,CO,10,25,15
Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",,28.593883,76.270653,OZONE,14,17,16
Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",,28.39072,77.30059,NO2,17,20,19
Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",,28.39072,77.30059,NH3,8,9,9
Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",,28.376058,77.315741,SO2,8,9,8
Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",,28.376058,77.315741,CO,16,52,46
Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",,28.4417,77.3217,PM10,97,102,100
Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",,28.422681,77.148944,NO2,12,73,33
Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB",,15.411456,75.638133,NH3,1,3,2
Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB",,15.411456,75.638133,CO,42,46,43
Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB",,15.411456,75.638133,OZONE,19,54,46
Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",,15.3714823,75.1160168,OZONE,18,23,21
Karnataka,Karwar,"KHB Colony, Karwar - KSPCB",,14.816666,74.141003,PM2.5,20,50,37
Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",,11.55358,76.55521,SO2,2,8,4
Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",,11.55358,76.55521,CO,16,120,29
Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",,11.55358,76.55521,OZONE,13,39,32
Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",,13.428828,77.731418,PM10,44,134,68
Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",,14.4758,75.9052,NH3,2,13,3
Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",,14.4758,75.9052,OZONE,19,22,20
Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",,12.938539,77.5901,NH3,2,20,5
Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",,12.7816279,77.6299145,PM10,46,121,81
Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",,12.7816279,77.6299145,OZONE,28,32,29
Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",,13.003872,77.664217,NH3,3,8,6
Haryana,Panchgaon,"Amity University, Panchgaon - IITM",,28.3153,76.9143,OZONE,79,301,166
Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",,30.943887,76.801991,PM10,80,201,120
Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",,30.943887,76.801991,OZONE,86,224,185
Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",,34.066206,74.81982,PM2.5,38,50,44
Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",,12.990328,77.5431385,PM10,38,41,39
Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",,13.0246342,77.5080115,NH3,2,2,2
Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",,13.0246342,77.5080115,OZONE,24,31,26
Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",,11.55358,76.55521,PM2.5,18,45,28
Karnataka,Karwar,"KHB Colony, Karwar - KSPCB",,14.816666,74.141003,NO2,9,11,10
Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB",,12.415911,75.73505,NH3,1,11,1
Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB",,12.415911,75.73505,OZONE,4,5,4
Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",,12.21041,76.37376,CO,11,41,18
Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",,23.264759,77.381568,CO,16,52,24
Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",,23.264759,77.381568,OZONE,55,123,112
Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",,23.210494,77.425409,PM10,58,247,112
Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",,23.210494,77.425409,SO2,5,41,11
Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",,23.210494,77.425409,CO,4,72,23
Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",,23.233584,77.400574,PM10,60,118,85
Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",,23.233584,77.400574,NH3,17,30,21
Madhya Pradesh,Damoh,"Shrivastav Colony, Damoh - MPPCB",,23.81748678,79.446246,CO,20,27,22
Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",,22.9682591,76.064118,PM2.5,12,122,44
Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",,22.9682591,76.064118,NO2,46,126,90
Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",,22.9682591,76.064118,CO,13,38,17
Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",,26.203442,78.193251,SO2,13,18,16
Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",,26.203442,78.193251,OZONE,25,162,119
Madhya Pradesh,Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB",,26.259242,78.216432,PM10,49,200,112
Madhya Pradesh,Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB",,26.259242,78.216432,NH3,6,8,7
Madhya Pradesh,Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB",,26.259242,78.216432,CO,14,92,22
Madhya Pradesh,Gwalior,"Maharaj Bada, Gwalior - MPPCB",,26.200388,78.147714,NO2,3,5,4
Madhya Pradesh,Indore,"Airport Area, Indore - IMC",,22.7289,75.8076,PM2.5,23,96,45
Madhya Pradesh,Indore,"Airport Area, Indore - IMC",,22.7289,75.8076,OZONE,4,24,21
Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",,22.431,75.5213,CO,44,121,62
Madhya Pradesh,Indore,"Regional Park, Indore - IMC",,22.678,75.8559,NO2,37,62,48
Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",,23.168606,79.932247,SO2,13,27,20
Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",,23.168606,79.932247,OZONE,7,110,89
Madhya Pradesh,Jabalpur,"Suhagi, Jabalpur - JMC",,23.218135,79.95777,PM2.5,13,65,38
Madhya Pradesh,Jabalpur,"Suhagi, Jabalpur - JMC",,23.218135,79.95777,SO2,14,34,25
Madhya Pradesh,Maihar,"Sahilara, Maihar - KJS Cements",,24.2613009,80.7231783,NO2,30,37,34
Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",,23.10844,77.511428,CO,48,66,54
Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",,22.624758,75.675238,PM2.5,34,230,98
Madhya Pradesh,Indore,"Residency Area, Indore - IMC",,22.7084,75.8815,OZONE,9,29,24
Madhya Pradesh,Indore,"Vijay Nagar Scheme-78, Indore - Glenmark",,22.76726,75.8871,PM10,37,42,40
Madhya Pradesh,Indore,"Vijay Nagar Scheme-78, Indore - Glenmark",,22.76726,75.8871,NO2,27,28,27
Madhya Pradesh,Jabalpur,"Gupteshwar, Jabalpur - JMC",,23.142888,79.916147,SO2,12,14,13
Madhya Pradesh,Jabalpur,"Gupteshwar, Jabalpur - JMC",,23.142888,79.916147,OZONE,3,111,89
Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",,23.168606,79.932247,PM2.5,12,179,58
Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",,23.168606,79.932247,PM10,38,246,102
Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",,23.168606,79.932247,NO2,21,93,41
Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",,20.9402359,77.7895248,CO,18,38,21
Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",,19.8389439,75.244448,CO,40,45,42
Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",,19.863756,75.321188,NO2,19,132,67
Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",,22.624758,75.675238,CO,31,87,35
Madhya Pradesh,Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab",,23.331731,75.045981,PM10,61,196,132
Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",,23.838586,78.759431,PM10,18,60,38
Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",,23.838586,78.759431,NO2,7,58,19
Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",,23.838586,78.759431,CO,9,51,16
Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",,24.10897,82.64558,OZONE,3,174,140
Madhya Pradesh,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB",,23.182719,75.768218,SO2,2,12,5
Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",,19.10122,74.73339,PM2.5,46,73,58
Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",,19.10122,74.73339,SO2,3,12,9
Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",,8.5637,76.8865,PM2.5,45,55,50
Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",,8.5149093,76.9435879,PM2.5,30,150,62
Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",,10.5324,76.2159,PM2.5,42,54,50
Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",,16.7602,77.1428,SO2,11,21,15
Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",,16.7602,77.1428,CO,14,34,17
Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB",,10.073232,76.302765,PM2.5,46,128,75
Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",,19.23241,72.86895,OZONE,53,78,67
Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",,19.2243333,72.8658113,SO2,10,53,29
Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",,19.2243333,72.8658113,OZONE,1,1,1
Maharashtra,Mumbai,"Byculla, Mumbai - BMC",,18.9767,72.838,NO2,14,138,53
Maharashtra,Mumbai,"Byculla, Mumbai - BMC",,18.9767,72.838,NH3,4,27,12
Maharashtra,Mumbai,"Byculla, Mumbai - BMC",,18.9767,72.838,SO2,9,12,11
Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",,19.0364585,72.8954371,OZONE,61,83,74
Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",,19.10078,72.87462,PM2.5,45,65,55
Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",,19.10078,72.87462,PM10,79,104,92
Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",,19.10078,72.87462,CO,21,33,23
Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",,19.10078,72.87462,OZONE,7,7,7
Maharashtra,Mumbai,"Powai, Mumbai - MPCB",,19.1375,72.915056,PM2.5,31,41,35
Maharashtra,Mumbai,"Powai, Mumbai - MPCB",,19.1375,72.915056,SO2,22,24,23
Maharashtra,Mumbai,"Sewri, Mumbai - BMC",,19.000084,72.85673,PM10,62,166,109
Maharashtra,Mumbai,"Sewri, Mumbai - BMC",,19.000084,72.85673,NO2,9,38,20
Maharashtra,Mumbai,"Sewri, Mumbai - BMC",,19.000084,72.85673,OZONE,1,51,43
Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC",,19.060498,72.923356,NH3,1,3,1
Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",,19.000083,72.813993,OZONE,32,92,68
Maharashtra,Mumbai,"Sion, Mumbai - MPCB",,19.047,72.8746,PM10,73,115,87
Maharashtra,Mumbai,"Sion, Mumbai - MPCB",,19.047,72.8746,NH3,5,8,6
Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",,18.91,72.82,NH3,3,3,3
Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",,18.91,72.82,OZONE,6,13,10
Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB",,19.2058,72.8682,NH3,4,12,6
Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC",,19.215859,72.831718,NO2,9,94,28
Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",,19.0632143,72.8456324,PM10,94,143,118
Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",,19.0632143,72.8456324,SO2,1,1,1
Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM",,19.1653323,72.922099,OZONE,56,56,56
Maharashtra,Latur,"Sawe Wadi, Latur - MPCB",,18.39963,76.57452,NH3,4,32,11
Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB",,18.1023399,73.4783687,PM2.5,64,136,93
Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB",,18.1023399,73.4783687,SO2,10,45,22
Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB",,20.555712,74.529236,NO2,4,24,10
Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",,19.065931,72.862131,OZONE,40,79,57
Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",,19.863756,75.321188,OZONE,11,134,108
Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",,19.16485,73.23409,PM10,74,116,94
Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",,19.16485,73.23409,NO2,38,116,67
Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",,19.0243902,73.0406721,PM2.5,54,211,110
Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",,19.0243902,73.0406721,PM10,104,170,133
Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",,19.309073,73.057223,PM10,96,171,116
Maharashtra,Jalna,"Old MIDC, Jalna - MPCB",,19.854616,75.905894,NO2,39,47,43
Maharashtra,Jalna,"Old MIDC, Jalna - MPCB",,19.854616,75.905894,CO,7,21,12
Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",,19.25292,73.142019,OZONE,16,16,16
Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB",,16.6870449,74.2505872,OZONE,2,69,57
Maharashtra,Mumbai,"Kurla, Mumbai - MPCB",,19.0863,72.8888,NO2,4,7,5
Maharashtra,Mumbai,"Kurla, Mumbai - MPCB",,19.0863,72.8888,SO2,36,37,36
Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB",,19.1878657,72.8304069,CO,12,14,13
Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB",,19.3832,72.8204,PM10,67,161,105
Maharashtra,Mumbai,"Worli, Mumbai - MPCB",,18.9936162,72.8128113,PM10,85,144,100
Maharashtra,Mumbai,"Worli, Mumbai - MPCB",,18.9936162,72.8128113,OZONE,25,25,25
Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",,19.9629,79.298714,NH3,1,2,2
Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",,19.9775302,79.2337086,PM10,81,222,118
Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB",,18.547056,73.826908,CO,17,38,22
Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB",,16.5038,74.3623,CO,4,38,17
Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB",,17.6336264,75.9132495,OZONE,36,67,55
Maharashtra,Pune,"Karve Road, Pune - MPCB",,18.5011743,73.8165527,NO2,6,8,7
Maharashtra,Pune,"Karve Road, Pune - MPCB",,18.5011743,73.8165527,CO,60,74,74
Maharashtra,Pune,"Katraj Dairy, Pune - MPCB",,18.45445,73.854155,PM2.5,58,130,88
Maharashtra,Pune,"Katraj Dairy, Pune - MPCB",,18.45445,73.854155,NO2,26,69,42
Maharashtra,Pune,"Katraj Dairy, Pune - MPCB",,18.45445,73.854155,CO,35,102,42
Maharashtra,Pune,"Mhada Colony, Pune - IITM",,18.57304,73.927715,OZONE,1,83,73
Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB",,21.143383,79.048912,PM2.5,90,157,126
Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB",,21.143383,79.048912,PM10,105,149,122
Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB",,21.143383,79.048912,CO,16,66,22
Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB",,21.143383,79.048912,OZONE,12,143,84
Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB",,19.173852,77.296291,PM2.5,52,112,84
Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB",,19.173852,77.296291,CO,4,93,27
Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",,20.0073285,73.7762427,PM10,59,144,96
Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",,20.0073285,73.7762427,CO,30,42,35
Maharashtra,Navi Mumbai,"Sector-2E Kalamboli, Navi Mumbai - MPCB",,19.02579,73.10297,OZONE,52,160,93
Maharashtra,Navi Mumbai,"Tondare-Taloja, Navi Mumbai - MPCB",,19.063,73.1209,SO2,1,2,1
Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB",,18.616318,73.765797,NH3,3,4,4
Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB",,18.616318,73.765797,OZONE,2,71,54
Maharashtra,Pune,"Bhumkar Nagar, Pune - IITM",,18.60577,73.749976,PM10,18,155,113
Maharashtra,Pune,"Bhumkar Nagar, Pune - IITM",,18.60577,73.749976,NO2,60,169,110
Maharashtra,Nashik,"Hirawadi, Nashik - MPCB",,20.021503,73.813844,OZONE,3,113,88
Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB",,19.95022,73.73148,NH3,3,14,5
Maharashtra,Navi Mumbai,"Mahape, Navi Mumbai - MPCB",,19.1135051,73.008978,NH3,1,1,1
Maharashtra,Navi Mumbai,"Mahape, Navi Mumbai - MPCB",,19.1135051,73.008978,SO2,23,23,23
Maharashtra,Thane,"Kasarvadavali, Thane - MPCB",,19.26777,72.97182,NH3,4,14,8
Maharashtra,Thane,"Kasarvadavali, Thane - MPCB",,19.26777,72.97182,SO2,3,17,7
Maharashtra,Thane,"Upvan Fort, Thane - MPCB",,19.222279,72.957979,PM2.5,52,143,83
Maharashtra,Thane,"Upvan Fort, Thane - MPCB",,19.222279,72.957979,PM10,60,106,84
Maharashtra,Virar,"Bolinj, Virar - MPCB",,19.445821,72.7988231,NO2,6,80,34
Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB",,23.7176342,92.7192841,PM10,37,102,68
Nagaland,Kohima,"PWD Juction, Kohima - NPCB",,25.6635413,94.0989878,PM10,43,127,79
Odisha,Angul,"Hakimapada, Angul - OSPCB",,20.832874,85.104082,PM10,81,206,126
Maharashtra,Nagpur,"Mahal, Nagpur - MPCB",,21.14472,79.107595,OZONE,14,88,78
Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",,21.152875,79.0517531,PM10,69,173,120
Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",,21.152875,79.0517531,NH3,3,6,4
Punjab,Amritsar,"Golden Temple, Amritsar - PPCB",,31.62,74.876512,OZONE,52,75,61
Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB",,31.321907,75.578914,NO2,24,31,28
Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB",,31.321907,75.578914,NH3,2,4,3
Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB",,31.321907,75.578914,SO2,18,21,19
Punjab,Khanna,"Kalal Majra, Khanna - PPCB",,30.736056,76.209694,PM2.5,40,219,95
Punjab,Khanna,"Kalal Majra, Khanna - PPCB",,30.736056,76.209694,OZONE,21,75,67
Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB",,30.9028,75.8086,CO,24,93,37
Punjab,Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",,30.649961,76.331442,NH3,7,7,7
Punjab,Patiala,"Model Town, Patiala - PPCB",,30.349388,76.366642,PM10,99,143,127
Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB",,20.24079,85.836784,OZONE,8,49,37
Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB",,20.34652,85.8163,PM10,28,84,48
Odisha,Bileipada,"Tata Township, Bileipada - OSPCB",,22.06156703,85.47409613,PM10,38,427,132
Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB",,21.8004996,83.8396977,PM10,53,152,96
Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB",,21.8004996,83.8396977,SO2,13,14,14
Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB",,20.94185,86.1151,PM10,33,127,62
Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB",,20.94185,86.1151,NO2,6,25,13
Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB",,20.94185,86.1151,CO,26,51,30
Odisha,Balasore,"Kalidaspur, Balasore - OSPCB",,21.51161,86.89088,NO2,3,28,14
Odisha,Balasore,"Kalidaspur, Balasore - OSPCB",,21.51161,86.89088,NH3,3,5,4
Odisha,Barbil,"Forest Office, Barbil - OSPCB",,22.1166054,85.3945546,PM10,63,309,149
Odisha,Barbil,"Forest Office, Barbil - OSPCB",,22.1166054,85.3945546,NO2,7,50,20
Odisha,Barbil,"Forest Office, Barbil - OSPCB",,22.1166054,85.3945546,CO,26,60,31
Odisha,Baripada,"Meher Colony, Baripada - OSPCB",,21.941841,86.728318,PM2.5,37,75,55
Odisha,Baripada,"Meher Colony, Baripada - OSPCB",,21.941841,86.728318,CO,35,108,80
Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB",,20.24079,85.836784,PM2.5,23,190,61
Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB",,22.220833,84.809444,NH3,2,10,4
Odisha,Rourkela,"Raghunathpali, Rourkela - OSPCB",,22.220833,84.809444,SO2,2,8,4
Odisha,Suakati,"OMC Colony, Suakati - OSPCB",,21.606865,85.510538,NO2,13,23,19
Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB",,21.869985,85.167016,CO,16,42,22
Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC",,11.9309,79.8027,PM10,25,116,43
Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC",,11.9309,79.8027,NH3,3,5,4
Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC",,11.9309,79.8027,CO,13,28,17
