country,state,city,station,,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",,25.5626095,84.663264,SO2,8,10,9
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",,24.75746,84.366208,NO2,2,3,2
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",,25.42742023,86.13886079,NO2,32,117,68
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",,26.80365,84.51954,NH3,4,6,5
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",,26.80365,84.51954,OZONE,22,28,27
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",,25.251013,86.989001,SO2,40,69,55
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",,26.10887,91.589544,CO,8,54,20
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",,26.1875,91.744194,SO2,26,52,37
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",,26.181742,91.78063,NO2,NA,NA,NA
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",,26.181742,91.78063,SO2,NA,NA,NA
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",,26.349082,92.68449,PM10,25,163,83
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",,26.446912,91.439057,PM10,97,500,261
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",,25.265194,87.012947,SO2,22,55,43
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",,25.265194,87.012947,CO,25,61,37
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",,25.204762,85.51496,SO2,8,10,10
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",,25.56752,83.966379,PM2.5,7,263,93
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",,25.56752,83.966379,NO2,4,5,5
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",,25.7808257,84.7446768,PM2.5,38,220,104
India,Andaman and Nicobar,Sri Vijaya Puram,"Police Line, Sri Vijaya Puram - ANPCC",,11.654054,92.734055,OZONE,4,65,50
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",,14.675886,77.593027,PM10,25,167,62
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",,14.675886,77.593027,NO2,25,43,30
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",,14.675886,77.593027,CO,14,18,18
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",,13.20488,79.097889,SO2,2,3,3
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",,13.20488,79.097889,CO,6,14,6
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",,24.7955,84.9994,NO2,4,12,8
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",,24.7955,84.9994,OZONE,19,21,20
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",,24.792403,84.992416,OZONE,1,19,9
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",,24.762518,84.982348,PM2.5,20,71,49
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",,24.762518,84.982348,SO2,8,9,8
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",,25.697189,85.2459,PM10,106,207,152
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",,16.536107,80.594233,NO2,12,12,12
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",,16.486692,80.699436,NO2,12,264,68
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",,16.486692,80.699436,OZONE,12,26,12
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",,16.554731,80.64911,SO2,18,26,21
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",,17.72,83.3,PM10,45,177,90
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",,17.72,83.3,SO2,6,12,8
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",,27.103358,93.679645,NO2,NA,NA,NA
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",,27.103358,93.679645,CO,NA,NA,NA
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",,26.071318,91.87488,PM2.5,NA,NA,NA
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",,14.465052,78.824187,NH3,4,6,5
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB (Formerly known as Tirumala, Tirupati - APPCB)",,13.67,79.35,NH3,1,2,2
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB (Formerly known as Tirumala, Tirupati - APPCB)",,13.67,79.35,CO,3,132,61
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB (Formerly known as Tirumala, Tirupati - APPCB)",,13.67,79.35,OZONE,14,64,55
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",,26.987634,94.636574,CO,2,44,14
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",,26.987634,94.636574,OZONE,1,34,21
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",,26.146529,87.454184,CO,21,84,27
India,Andaman and Nicobar,Sri Vijaya Puram,"Police Line, Sri Vijaya Puram - ANPCC",,11.654054,92.734055,PM2.5,10,35,22
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",,22.118125,83.140608,CO,26,66,39
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",,22.118125,83.140608,OZONE,34,60,50
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",,22.368195,82.746431,PM2.5,57,122,83
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",,22.368195,82.746431,PM10,45,120,67
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",,22.368195,82.746431,SO2,17,51,23
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",,22.348441,82.549611,PM2.5,39,280,77
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",,22.348441,82.549611,PM10,71,430,122
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",,22.348441,82.549611,SO2,8,61,17
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",,22.12665,83.483212,CO,28,34,31
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",,22.12665,83.483212,OZONE,8,8,8
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",,22.1910172,83.5197009,PM10,NA,NA,NA
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",,26.11442,85.39813,SO2,3,16,7
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",,26.11442,85.39813,OZONE,9,41,34
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",,26.1403345,85.3650192,SO2,4,5,5
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",,26.1209,85.3647,PM2.5,38,122,75
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",,25.586562,85.043586,NO2,28,34,31
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",,25.586562,85.043586,OZONE,1,38,32
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",,25.592539,85.227158,NH3,11,12,12
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",,22.1910172,83.5197009,NH3,NA,NA,NA
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",,22.1910172,83.5197009,OZONE,18,28,26
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",,21.258815,81.578979,PM10,43,157,104
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",,21.258815,81.578979,CO,27,61,34
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",,21.219665,81.630094,NH3,2,2,2
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",,21.219665,81.630094,SO2,3,28,10
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",,21.237755,81.705301,PM10,52,111,82
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",,21.237755,81.705301,NO2,18,35,28
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",,26.0881305,87.93840336,PM10,60,264,128
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",,26.0881305,87.93840336,SO2,1,68,30
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",,27.308328,84.531742,PM10,25,124,65
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",,26.63086,84.90051,NH3,3,3,3
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",,26.63086,84.90051,CO,32,82,36
India,Bihar,Munger,"Town Hall, Munger - BSPCB",,25.376776,86.471523,NO2,44,46,45
India,Bihar,Munger,"Town Hall, Munger - BSPCB",,25.376776,86.471523,SO2,NA,NA,NA
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",,25.0328,85.41948,PM2.5,NA,NA,NA
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",,25.0328,85.41948,SO2,1,18,6
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",,25.0328,85.41948,OZONE,30,38,34
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",,25.859655,85.77944,PM10,52,500,212
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",,25.859655,85.77944,NH3,2,2,2
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",,25.859655,85.77944,OZONE,4,9,7
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",,24.952822,84.002396,PM10,57,164,93
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",,24.952822,84.002396,SO2,5,5,5
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",,26.2271665,84.3570427,PM10,37,386,156
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",,30.735567,76.775714,SO2,17,43,26
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",,30.735567,76.775714,CO,30,60,39
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",,30.751462,76.762879,NH3,17,34,27
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",,30.751462,76.762879,CO,14,56,20
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",,22.06631475,83.33820077,NO2,NA,NA,NA
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",,22.06631475,83.33820077,SO2,NA,NA,NA
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",,22.06631475,83.33820077,OZONE,99,140,124
India,Delhi,Delhi,"Alipur, Delhi - DPCC",,28.815329,77.15301,NH3,11,13,12
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",,28.647622,77.315809,SO2,3,37,23
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",,28.647622,77.315809,CO,74,172,100
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",,30.719859,76.738637,SO2,NA,NA,NA
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",,21.185571,81.343175,NH3,2,2,2
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",,21.185571,81.343175,OZONE,7,27,21
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",,21.224231,81.40835,PM2.5,NA,NA,NA
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",,21.224231,81.40835,NO2,NA,NA,NA
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",,21.224231,81.40835,SO2,NA,NA,NA
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",,25.610369,85.132568,CO,8,26,14
India,Bihar,Patna,"Muradpur, Patna - BSPCB",,25.619651,85.147382,SO2,6,8,7
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",,25.599486,85.113666,PM2.5,48,155,103
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",,25.366336,87.117468,PM2.5,65,347,198
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",,28.498571,77.26484,PM2.5,36,397,223
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",,28.498571,77.26484,NH3,7,10,8
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",,28.498571,77.26484,OZONE,6,190,150
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",,28.5710274,77.0719006,NO2,34,71,52
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",,28.5710274,77.0719006,NH3,10,17,13
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",,28.5710274,77.0719006,CO,24,127,40
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",,28.5710274,77.0719006,OZONE,5,87,70
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",,28.6811736,77.3025234,NO2,3,61,26
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",,28.6811736,77.3025234,NH3,10,14,12
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",,28.6811736,77.3025234,SO2,10,23,14
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",,23.002657,72.591912,NO2,29,36,30
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",,23.020509,72.579261,OZONE,13,269,153
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",,23.016834,72.625775,PM10,NA,NA,NA
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",,23.016834,72.625775,NH3,NA,NA,NA
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",,23.016834,72.625775,CO,13,36,22
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",,23.076793,72.627874,PM10,NA,NA,NA
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",,23.076793,72.627874,OZONE,63,125,85
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",,23.04307,72.562968,PM2.5,NA,NA,NA
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",,28.570173,76.933762,NH3,8,11,9
India,Delhi,Delhi,"Narela, Delhi - DPCC",,28.822836,77.101981,PM10,102,428,256
India,Delhi,Delhi,"Narela, Delhi - DPCC",,28.822836,77.101981,NH3,6,9,7
India,Delhi,Delhi,"Narela, Delhi - DPCC",,28.822836,77.101981,OZONE,6,56,45
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",,28.56789,77.250515,NO2,48,123,85
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",,28.530785,77.271255,PM10,109,500,269
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",,28.530785,77.271255,SO2,10,80,30
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",,28.530785,77.271255,CO,44,108,69
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",,28.531346,77.190156,NH3,5,8,6
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",,28.672342,77.31526,PM2.5,77,401,253
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",,28.672342,77.31526,OZONE,5,311,224
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",,28.699793,77.165453,NO2,56,182,115
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",,23.107969,72.574648,NH3,NA,NA,NA
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",,22.977134,72.553024,NH3,NA,NA,NA
India,Delhi,Delhi,"ITO, Delhi - CPCB",,28.628624,77.24106,CO,32,136,44
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",,28.73282,77.170633,PM2.5,72,458,251
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",,28.58028,77.233829,PM2.5,28,302,170
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",,28.58028,77.233829,NO2,36,117,84
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",,28.58028,77.233829,OZONE,2,96,82
India,Delhi,Delhi,"Lodhi Road, Delhi - IITM",,28.588333,77.221667,PM10,88,178,140
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",,28.60909,77.0325413,PM2.5,48,262,153
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",,28.60909,77.0325413,PM10,99,200,152
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",,28.60909,77.0325413,NH3,6,9,8
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",,28.60909,77.0325413,CO,17,90,65
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",,28.60909,77.0325413,OZONE,18,66,53
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",,28.570173,76.933762,NO2,56,148,99
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",,28.4706914,77.1099364,CO,20,106,37
India,Delhi,Delhi,"Bawana, Delhi - DPCC",,28.7762,77.051074,PM2.5,75,439,258
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",,28.5512005,77.2735737,PM10,112,417,272
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",,28.5512005,77.2735737,CO,28,135,44
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",,28.5512005,77.2735737,OZONE,74,248,172
India,Delhi,Delhi,"Rohini, Delhi - DPCC",,28.732528,77.11992,NH3,6,16,12
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",,28.6514781,77.1473105,NO2,67,83,75
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",,28.710508,77.249485,PM10,119,349,203
India,Delhi,Delhi,"Pusa, Delhi - DPCC",,28.639652,77.146275,CO,3,64,10
India,Delhi,Delhi,"Pusa, Delhi - DPCC",,28.639652,77.146275,OZONE,3,52,37
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",,28.563262,77.186937,PM10,100,406,215
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",,28.3153,76.9143,CO,2,34,11
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",,30.943887,76.801991,PM2.5,60,190,93
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",,34.066206,74.81982,CO,12,20,17
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB",,15.888653,74.541751,PM2.5,24,46,32
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB",,15.888653,74.541751,NO2,NA,NA,NA
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB",,15.888653,74.541751,SO2,15,16,15
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",,12.9135218,77.5950804,PM10,NA,NA,NA
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",,12.951913,77.539784,NO2,14,19,16
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",,12.951913,77.539784,SO2,17,37,27
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",,12.9756843,77.5660749,PM10,88,101,94
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",,13.029152,77.585901,NO2,62,75,69
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",,13.029152,77.585901,NH3,NA,NA,NA
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",,13.029152,77.585901,CO,4,36,28
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",,12.938539,77.5901,PM10,34,70,46
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",,12.920984,77.584908,CO,2,46,18
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",,12.920984,77.584908,OZONE,12,25,18
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",,12.7816279,77.6299145,PM2.5,5,196,69
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",,12.7816279,77.6299145,CO,15,180,98
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",,13.003872,77.664217,PM2.5,36,39,37
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",,13.003872,77.664217,NO2,15,41,32
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",,13.0270199,77.494094,PM2.5,28,91,65
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",,13.0270199,77.494094,NH3,3,4,3
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",,12.921418,77.502466,PM2.5,55,57,56
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",,12.990328,77.5431385,NO2,21,38,25
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",,28.376058,77.315741,OZONE,20,21,20
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",,28.4417,77.3217,SO2,6,6,6
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",,28.422681,77.148944,PM10,9,255,150
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",,28.422681,77.148944,CO,8,57,17
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",,28.422681,77.148944,OZONE,15,93,69
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",,28.4227,77.0667,OZONE,10,45,38
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",,28.4275,77.1465,PM10,NA,NA,NA
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",,20.362421,72.918013,OZONE,2,2,2
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",,28.593883,76.270653,NO2,14,25,18
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",,28.39072,77.30059,SO2,1,133,14
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",,28.39072,77.30059,CO,15,64,21
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",,28.376058,77.315741,NO2,30,32,31
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",,12.917348,77.622813,PM10,54,163,99
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",,12.917348,77.622813,NO2,14,63,30
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",,12.917348,77.622813,SO2,3,10,6
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",,12.917348,77.622813,CO,2,76,27
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",,11.55358,76.55521,NH3,1,3,2
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",,13.428828,77.731418,CO,3,22,13
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB",,15.459706,75.008381,OZONE,6,31,19
India,Karnataka,Haveri,"Ashwini Nagar, Haveri - KSPCB",,14.7918,75.3896,NH3,NA,NA,NA
India,Karnataka,Haveri,"Ashwini Nagar, Haveri - KSPCB",,14.7918,75.3896,SO2,NA,NA,NA
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",,14.4758,75.9052,NO2,8,15,12
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB",,15.459706,75.008381,CO,32,106,68
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",,21.613267,73.010555,PM2.5,55,293,133
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association",,22.410802,73.097923,PM2.5,NA,NA,NA
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB",,12.415911,75.73505,CO,10,20,13
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB",,12.88925,74.853,PM2.5,NA,NA,NA
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",,12.21041,76.37376,NH3,3,6,5
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",,12.21041,76.37376,SO2,2,5,4
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",,12.733409,77.298051,PM2.5,32,79,56
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",,12.733409,77.298051,NO2,2,4,3
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",,12.733409,77.298051,NH3,1,1,1
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",,12.733409,77.298051,OZONE,6,188,115
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",,13.94,75.555917,PM2.5,27,47,37
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",,13.94,75.555917,PM10,45,63,56
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",,13.94,75.555917,NO2,17,29,26
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",,13.94,75.555917,CO,8,30,24
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",,13.94,75.555917,OZONE,26,95,51
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",,8.5149093,76.9435879,CO,14,23,17
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",,8.5149093,76.9435879,OZONE,16,38,21
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",,10.5324,76.2159,PM10,55,66,61
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",,10.5324,76.2159,OZONE,28,33,32
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",,23.264759,77.381568,PM2.5,17,67,41
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",,23.264759,77.381568,PM10,61,102,80
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",,23.264759,77.381568,SO2,1,17,8
India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",,23.210494,77.425409,PM2.5,13,307,83
India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",,23.210494,77.425409,NH3,3,40,10
India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",,23.210494,77.425409,OZONE,10,75,58
India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",,23.233584,77.400574,NO2,24,57,37
India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",,23.233584,77.400574,SO2,12,39,27
India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",,23.50016,80.23284,OZONE,6,132,113
India,Madhya Pradesh,Maihar,"Sahilara, Maihar - KJS Cements",,24.2613009,80.7231783,SO2,8,8,8
